"Wholesale50","001-10-0006-03",7.5,0
"Wholesale50","001-10-0046-02",7.5,0
"Wholesale50","001-10-0096-02",7.5,0
"Wholesale50","001-10-0096-03",7.5,0
"Wholesale50","001-10-0096-04",7.5,0
"Wholesale50","001-10-0096-05",7.5,0
"Wholesale50","001-10-0104-12",7.5,0
"Wholesale50","001-10-0109-53",7.5,0
"Wholesale50","001-10-0144-01",7.5,0
"Wholesale50","001-10-0144-03",7.5,0
"Wholesale50","001-10-0314-01",7.5,0
"Wholesale50","001-15-0023-01",9,0
"Wholesale50","001-15-0026-01",9,0
"Wholesale50","001-15-0044-01",9,0
"Wholesale50","001-15-0109-11",9,0
"Wholesale50","001-15-0109-12",9,0
"Wholesale50","001-15-0109-14",9,0
"Wholesale50","001-15-0109-16",9,0
"Wholesale50","001-15-0109-17",9,0
"Wholesale50","001-15-0109-18",9,0
"Wholesale50","001-15-0109-19",9,0
"Wholesale50","001-15-0109-21",9,0
"Wholesale50","001-15-0109-23",9,0
"Wholesale50","001-15-0109-25",9,0
"Wholesale50","001-15-0109-28",9,0
"Wholesale50","001-15-0116-01",9,0
"Wholesale50","001-15-0140-02",9,0
"Wholesale50","001-38-0109-62",7.5,0
"Wholesale50","001-38-0109-63",7.5,0
"Wholesale50","001-38-0109-64",7.5,0
"Wholesale50","001-38-0109-65",7.5,0
"Wholesale50","001-38-0109-66",7.5,0
"Wholesale50","001-38-0138-01",7.5,0
"Wholesale50","001-58-0065-02",7.5,0
"Wholesale50","001-58-0065-03",7.5,0
"Wholesale50","001-58-0068-01",7.5,0
"Wholesale50","001-58-0068-02",7.5,0
"Wholesale50","001-58-0098-02",7.5,0
"Wholesale50","001-58-0098-03",7.5,0
"Wholesale50","001-58-0098-04",7.5,0
"Wholesale50","001-58-0109-01",7.5,0
"Wholesale50","001-58-0109-02",7.5,0
"Wholesale50","001-58-0109-10",7.5,0
"Wholesale50","001-58-0223-01",7.5,0
"Wholesale50","001-68-0019-03",7.5,0
"Wholesale50","001-68-0072-02",7.5,0
"Wholesale50","001-68-0100-01",7.5,0
"Wholesale50","001-68-0100-02",7.5,0
"Wholesale50","001-68-0100-03",7.5,0
"Wholesale50","001-68-0129-01",7.5,0
"Wholesale50","001-68-0129-02",7.5,0
"Wholesale50","001-68-0129-03",7.5,0
"Wholesale50","001-68-0140-03",7.5,0
"Wholesale50","001-68-0161-01",7.5,0
"Wholesale50","001-78-0104-05",7.5,0
"Wholesale50","001-78-0104-06",7.5,0
"Wholesale50","001-78-0104-07",7.5,0
"Wholesale50","001-78-0104-08",7.5,0
"Wholesale50","001-78-0104-09",7.5,0
"Wholesale50","001-78-0104-13",7.5,0
"Wholesale50","001-78-0104-14",7.5,0
"Wholesale50","001-78-0107-01",7.5,0
"Wholesale50","001-78-0109-31",7.5,0
"Wholesale50","001-78-0109-35",7.5,0
"Wholesale50","001-78-0109-36",7.5,0
"Wholesale50","001-78-0109-37",7.5,0
"Wholesale50","001-78-0109-40",7.5,0
"Wholesale50","001-78-0109-43",7.5,0
"Wholesale50","001-78-0109-52",7.5,0
"Wholesale50","001-78-0109-56",7.5,0
"Wholesale50","001-78-0109-57",7.5,0
"Wholesale50","001-78-0109-59",7.5,0
"Wholesale50","001-78-0109-60",7.5,0
"Wholesale50","001-78-0109-61",7.5,0
"Wholesale50","001-78-0122-02",7.5,0
"Wholesale50","001-78-0122-04",7.5,0
"Wholesale50","001-78-0265-01",7.5,0
"Wholesale50","001-78-0282-01",7.5,0
"Wholesale50","01-10-0110-01",7.5,0
"Wholesale50","001-10-0097-01",7.5,0
"Wholesale50","001-10-0113-01",7.5,0
"Wholesale50","001-10-0204-01",7.5,0
"Wholesale50","001-10-0228-01",7.5,0
"Wholesale50","001-10-0230-01",7.5,0
"Wholesale50","001-10-0231-01",7.5,0
"Wholesale50","001-10-0248-01",7.5,0
"Wholesale50","001-10-0299-01",7.5,0
"Wholesale50","001-10-0299-02",7.5,0
"Wholesale50","001-10-0299-03",7.5,0
"Wholesale50","001-10-0299-04",7.5,0
"Wholesale50","001-15-0028-01",9,0
"Wholesale50","001-15-0028-02",9,0
"Wholesale50","001-15-0028-03",9,0
"Wholesale50","001-15-0102-03",9,0
"Wholesale50","001-15-0102-04",9,0
"Wholesale50","001-15-0109-30",9,0
"Wholesale50","001-15-0139-01",9,0
"Wholesale50","001-15-0142-01",9,0
"Wholesale50","001-15-0143-05",9,0
"Wholesale50","001-15-0143-06",9,0
"Wholesale50","001-15-0143-07",9,0
"Wholesale50","001-15-0196-02",9,0
"Wholesale50","001-15-0201-01",9,0
"Wholesale50","001-15-0299-05",9,0
"Wholesale50","001-15-0299-06",9,0
"Wholesale50","001-15-0299-07",9,0
"Wholesale50","001-15-0299-08",9,0
"Wholesale50","001-38-0049-01",7.5,0
"Wholesale50","001-38-0049-02",7.5,0
