"Wholesale60","001-10-0006-03",6,0
"Wholesale60","001-10-0046-02",6,0
"Wholesale60","001-10-0096-02",6,0
"Wholesale60","001-10-0096-03",6,0
"Wholesale60","001-10-0096-04",6,0
"Wholesale60","001-10-0096-05",6,0
"Wholesale60","001-10-0104-12",6,0
"Wholesale60","001-10-0109-53",6,0
"Wholesale60","001-10-0144-01",6,0
"Wholesale60","001-10-0144-03",6,0
"Wholesale60","001-10-0314-01",6,0
"Wholesale60","001-15-0023-01",7.2,0
"Wholesale60","001-15-0026-01",7.2,0
"Wholesale60","001-15-0044-01",7.2,0
"Wholesale60","001-15-0109-11",7.2,0
"Wholesale60","001-15-0109-12",7.2,0
"Wholesale60","001-15-0109-14",7.2,0
"Wholesale60","001-15-0109-16",7.2,0
"Wholesale60","001-15-0109-17",7.2,0
"Wholesale60","001-15-0109-18",7.2,0
"Wholesale60","001-15-0109-19",7.2,0
"Wholesale60","001-15-0109-21",7.2,0
"Wholesale60","001-15-0109-23",7.2,0
"Wholesale60","001-15-0109-25",7.2,0
"Wholesale60","001-15-0109-28",7.2,0
"Wholesale60","001-15-0116-01",7.2,0
"Wholesale60","001-15-0140-02",7.2,0
"Wholesale60","001-38-0109-62",6,0
"Wholesale60","001-38-0109-63",6,0
"Wholesale60","001-38-0109-64",6,0
"Wholesale60","001-38-0109-65",6,0
"Wholesale60","001-38-0109-66",6,0
"Wholesale60","001-38-0138-01",6,0
"Wholesale60","001-58-0065-02",6,0
"Wholesale60","001-58-0065-03",6,0
"Wholesale60","001-58-0068-01",6,0
"Wholesale60","001-58-0068-02",6,0
"Wholesale60","001-58-0098-02",6,0
"Wholesale60","001-58-0098-03",6,0
"Wholesale60","001-58-0098-04",6,0
"Wholesale60","001-58-0109-01",6,0
"Wholesale60","001-58-0109-02",6,0
"Wholesale60","001-58-0109-10",6,0
"Wholesale60","001-58-0223-01",6,0
"Wholesale60","001-68-0019-03",6,0
"Wholesale60","001-68-0072-02",6,0
"Wholesale60","001-68-0100-01",6,0
"Wholesale60","001-68-0100-02",6,0
"Wholesale60","001-68-0100-03",6,0
"Wholesale60","001-68-0129-01",6,0
"Wholesale60","001-68-0129-02",6,0
"Wholesale60","001-68-0129-03",6,0
"Wholesale60","001-68-0140-03",6,0
"Wholesale60","001-68-0161-01",6,0
"Wholesale60","001-78-0104-05",6,0
