"PalmBeachTan","001-10-0006-03",6.75,0
"PalmBeachTan","001-10-0046-02",6.75,0
"PalmBeachTan","001-10-0096-02",6.75,0
"PalmBeachTan","001-10-0096-03",6.75,0
"PalmBeachTan","001-10-0096-04",6.75,0
"PalmBeachTan","001-10-0096-05",6.75,0
"PalmBeachTan","001-10-0104-12",6.75,0
"PalmBeachTan","001-10-0109-53",6.75,0
"PalmBeachTan","001-10-0144-01",6.75,0
"PalmBeachTan","001-10-0144-03",6.75,0
"PalmBeachTan","001-10-0314-01",6.75,0
"PalmBeachTan","001-15-0023-01",8.1,0
"PalmBeachTan","001-15-0026-01",8.1,0
"PalmBeachTan","001-15-0044-01",8.1,0
"PalmBeachTan","001-15-0109-11",8.1,0
"PalmBeachTan","001-15-0109-12",8.1,0
"PalmBeachTan","001-15-0109-14",8.1,0
"PalmBeachTan","001-15-0109-16",8.1,0
"PalmBeachTan","001-15-0109-17",8.1,0
"PalmBeachTan","001-15-0109-18",8.1,0
"PalmBeachTan","001-15-0109-19",8.1,0
"PalmBeachTan","001-15-0109-21",8.1,0
"PalmBeachTan","001-15-0109-23",8.1,0
"PalmBeachTan","001-15-0109-25",8.1,0
"PalmBeachTan","001-15-0109-28",8.1,0
"PalmBeachTan","001-15-0116-01",8.1,0
"PalmBeachTan","001-15-0140-02",8.1,0
"PalmBeachTan","001-38-0109-62",6.75,0
"PalmBeachTan","001-38-0109-63",6.75,0
"PalmBeachTan","001-38-0109-64",6.75,0
"PalmBeachTan","001-38-0109-65",6.75,0
"PalmBeachTan","001-38-0109-66",6.75,0
"PalmBeachTan","001-38-0138-01",6.75,0
"PalmBeachTan","001-58-0065-02",6.75,0
"PalmBeachTan","001-58-0065-03",6.75,0
"PalmBeachTan","001-58-0068-01",6.75,0
"PalmBeachTan","001-58-0068-02",6.75,0
"PalmBeachTan","001-58-0098-02",6.75,0
"PalmBeachTan","001-58-0098-03",6.75,0
"PalmBeachTan","001-58-0098-04",6.75,0
"PalmBeachTan","001-58-0109-01",6.75,0
"PalmBeachTan","001-58-0109-02",6.75,0
"PalmBeachTan","001-58-0109-10",6.75,0
"PalmBeachTan","001-58-0223-01",6.75,0
"PalmBeachTan","001-68-0019-03",6.75,0
"PalmBeachTan","001-68-0072-02",6.75,0
"PalmBeachTan","001-68-0100-01",6.75,0
"PalmBeachTan","001-68-0100-02",6.75,0
"PalmBeachTan","001-68-0100-03",6.75,0
"PalmBeachTan","001-68-0129-01",6.75,0
"PalmBeachTan","001-68-0129-02",6.75,0
"PalmBeachTan","001-68-0129-03",6.75,0
"PalmBeachTan","001-68-0140-03",6.75,0
"PalmBeachTan","001-68-0161-01",6.75,0
"PalmBeachTan","001-78-0104-05",6.75,0
"PalmBeachTan","001-78-0104-06",6.75,0
"PalmBeachTan","001-78-0104-07",6.75,0
"PalmBeachTan","001-78-0104-08",6.75,0
"PalmBeachTan","001-78-0104-09",6.75,0
"PalmBeachTan","001-78-0104-13",6.75,0
"PalmBeachTan","001-78-0104-14",6.75,0
"PalmBeachTan","001-78-0107-01",6.75,0
"PalmBeachTan","001-78-0109-31",6.75,0
"PalmBeachTan","001-78-0109-35",6.75,0
"PalmBeachTan","001-78-0109-36",6.75,0
"PalmBeachTan","001-78-0109-37",6.75,0
"PalmBeachTan","001-78-0109-40",6.75,0
"PalmBeachTan","001-78-0109-43",6.75,0
"PalmBeachTan","001-78-0109-52",6.75,0
"PalmBeachTan","001-78-0109-56",6.75,0
"PalmBeachTan","001-78-0109-57",6.75,0
"PalmBeachTan","001-78-0109-59",6.75,0
"PalmBeachTan","001-78-0109-60",6.75,0
"PalmBeachTan","001-78-0109-61",6.75,0
"PalmBeachTan","001-78-0122-02",6.75,0
"PalmBeachTan","001-78-0122-04",6.75,0
"PalmBeachTan","001-78-0265-01",6.75,0
"PalmBeachTan","001-78-0282-01",6.75,0
"PalmBeachTan","01-10-0110-01",6.75,0
"PalmBeachTan","001-10-0097-01",6.75,0
"PalmBeachTan","001-10-0113-01",6.75,0
"PalmBeachTan","001-10-0204-01",6.75,0
"PalmBeachTan","001-10-0228-01",6.75,0
"PalmBeachTan","001-10-0230-01",6.75,0
"PalmBeachTan","001-10-0231-01",6.75,0
"PalmBeachTan","001-10-0248-01",6.75,0
"PalmBeachTan","001-10-0299-01",6.75,0
"PalmBeachTan","001-10-0299-02",6.75,0
"PalmBeachTan","001-10-0299-03",6.75,0
"PalmBeachTan","001-10-0299-04",6.75,0
"PalmBeachTan","001-15-0028-01",8.1,0
"PalmBeachTan","001-15-0028-02",8.1,0
"PalmBeachTan","001-15-0028-03",8.1,0
"PalmBeachTan","001-15-0102-03",8.1,0
"PalmBeachTan","001-15-0102-04",8.1,0
"PalmBeachTan","001-15-0109-30",8.1,0
"PalmBeachTan","001-15-0139-01",8.1,0
"PalmBeachTan","001-15-0142-01",8.1,0
"PalmBeachTan","001-15-0143-05",8.1,0
"PalmBeachTan","001-15-0143-06",8.1,0
